timestamp,calibration_percent,is_artifacted_sequence,mental_param_1,mental_param_2,mental_param_3,spectral_delta,spectral_theta,spectral_alpha,spectral_beta,spectral_gamma,attention_state
2025-05-16T16:00:12.593101,100,0,9.961207566,0,30.1732604,0,0.29503067,0.492944326,0.212025004,0,Neutral
2025-05-16T16:00:12.599659,100,0,9.611279198,0,29.96018079,0,0.295386671,0.494212329,0.210401,0,Neutral
2025-05-16T16:00:12.651323,100,0,9.259010643,0,29.74567617,0,0.295963445,0.495458854,0.208577701,0,Neutral
2025-05-16T16:00:12.654270,100,0,8.905353316,0,29.5303259,0,0.296722757,0.496697499,0.206579745,0,Neutral
2025-05-16T16:00:12.711236,100,0,8.551292695,0,29.31473006,0,0.297671162,0.497916461,0.204412376,0,Neutral
2025-05-16T16:00:12.774660,100,0,8.19786306,0,29.09951844,0,0.298789584,0.499119418,0.202090998,0,Neutral
2025-05-16T16:00:12.833672,100,0,7.846130787,0,28.88534038,0,0.300067239,0.500303054,0.199629707,0,Neutral
2025-05-16T16:00:12.892672,100,0,7.152364737,0,28.4628899,0,0.303053071,0.502577311,0.194369618,0,Neutral
2025-05-16T16:00:12.950926,100,0,6.81273504,0,28.25608139,0,0.304723707,0.503668482,0.191607811,0,Neutral
2025-05-16T16:00:12.954804,100,0,6.479551279,0,28.05319796,0,0.306487713,0.504729631,0.188782657,0,Neutral
2025-05-16T16:00:13.009556,100,0,6.153991008,0,27.85495665,0,0.308289879,0.505792583,0.185917538,0,Neutral
2025-05-16T16:00:13.012767,100,0,5.837096869,0,27.66199235,0,0.31019585,0.506784467,0.183019683,0,Neutral
2025-05-16T16:00:13.074817,100,0,5.529907219,0,27.47493734,0,0.312145594,0.50774264,0.180111766,0,Neutral
2025-05-16T16:00:13.202597,100,0,5.233532047,0,27.29446752,0,0.314136561,0.508652829,0.17721061,0,Neutral
2025-05-16T16:00:13.311275,100,0,4.949054025,0,27.12124216,0,0.316122689,0.509524435,0.174352876,0,Neutral
2025-05-16T16:00:13.316139,100,0,4.677190579,0,26.95569811,0,0.318088816,0.510384485,0.171526699,0,Neutral
2025-05-16T16:00:13.322123,100,0,4.418724054,0,26.79831176,0,0.32003146,0.511214041,0.168754499,0,Neutral
2025-05-16T16:00:13.372101,100,0,4.174399186,0,26.6495366,0,0.321909106,0.512036971,0.166053924,0,Neutral
2025-05-16T16:00:13.567525,100,0,3.944768065,0,26.50970881,0,0.323720747,0.512840194,0.163439059,0,Neutral
2025-05-16T16:00:13.631270,100,0,3.730177099,0,26.37903932,0,0.325461432,0.513623559,0.160915009,0,Neutral
2025-05-16T16:00:13.675708,100,0,3.531107669,0,26.25782126,0,0.327103716,0.514391066,0.158505218,0,Neutral
2025-05-16T16:00:13.682351,100,0,3.347748842,0,26.14616975,0,0.328687642,0.515105602,0.156206756,0,Neutral
2025-05-16T16:00:13.729461,100,0,3.028246244,0,25.9516171,0,0.331520085,0.516503735,0.15197618,0,Neutral
2025-05-16T16:00:13.849249,100,0,2.892160069,0,25.86875103,0,0.332779291,0.517164046,0.150056664,0,Neutral
2025-05-16T16:00:13.857098,100,0,2.771592039,0,25.79533432,0,0.333951171,0.517776107,0.148272722,0,Neutral
2025-05-16T16:00:13.912612,100,0,2.57562988,0,25.67600835,0,0.335784595,0.519055663,0.145159742,0,Neutral
2025-05-16T16:00:13.972233,100,0,2.499659648,0,25.62974828,0,0.336479484,0.519686004,0.143834512,0,Neutral
2025-05-16T16:00:14.033049,100,0,2.437627541,0,25.59197547,0,0.337006792,0.520328504,0.142664704,0,Neutral
2025-05-16T16:00:14.086927,100,0,2.353466572,0,25.54072788,0,0.337575768,0.521605686,0.140818546,0,Neutral
2025-05-16T16:00:14.212857,100,0,2.330146518,0,25.52652775,0,0.337615849,0.522243686,0.140140464,0,Neutral
2025-05-16T16:00:14.216031,100,0,2.318428993,0,25.51939267,0,0.337533469,0.522844839,0.139621692,0,Neutral
2025-05-16T16:00:14.220708,100,0,2.317699655,0,25.51894856,0,0.337291561,0.523435785,0.139272654,0,Neutral
2025-05-16T16:00:14.269907,100,0,2.327146509,0,25.52470097,0,0.336859725,0.524038671,0.139101604,0,Neutral
2025-05-16T16:00:14.324351,100,0,2.345820674,0,25.53607211,0,0.336225256,0.524671848,0.139102896,0,Neutral
2025-05-16T16:00:14.330923,100,0,2.372954195,0,25.55259435,0,0.335371887,0.525345048,0.139283066,0,Neutral
2025-05-16T16:00:14.335947,100,0,2.407726562,0,25.57376806,0,0.334316902,0.52604183,0.139641269,0,Neutral
2025-05-16T16:00:14.508059,100,0,2.449189629,0,25.5990159,0,0.333077856,0.526748277,0.140173867,0,Neutral
2025-05-16T16:00:14.514932,100,0,2.496511242,0,25.62783114,0,0.33167835,0.527442159,0.140879491,0,Neutral
2025-05-16T16:00:14.518089,100,0,2.548911569,0,25.65973894,0,0.330068814,0.528168221,0.141762965,0,Neutral
2025-05-16T16:00:14.523639,100,0,2.604453684,0,25.69355984,0,0.328275245,0.528906028,0.142818728,0,Neutral
2025-05-16T16:00:14.526911,100,0,2.66232969,0,25.7288019,0,0.326312954,0.52964678,0.144040266,0,Neutral
2025-05-16T16:00:14.573759,100,0,2.721781214,0,25.76500333,0,0.324131948,0.530433657,0.145434395,0,Neutral
2025-05-16T16:00:14.688740,100,0,2.782010482,0,25.80167835,0,0.32175881,0.53124581,0.146995381,0,Neutral
2025-05-16T16:00:14.692751,100,0,2.842243211,0,25.83835548,0,0.319175895,0.532103117,0.148720988,0,Neutral
2025-05-16T16:00:14.695967,100,0,2.901733866,0,25.87458074,0,0.316387753,0.532998597,0.15061365,0,Neutral
2025-05-16T16:00:14.811159,100,0,2.959882919,0,25.90998906,0,0.313387553,0.533942783,0.152669663,0,Neutral
2025-05-16T16:00:14.818882,100,0,3.015978286,0,25.94414685,0,0.310212273,0.534917219,0.154870508,0,Neutral
2025-05-16T16:00:14.869541,100,0,3.119240828,0,26.00702585,0,0.30336262,0.536961381,0.159675999,0,Neutral
2025-05-16T16:00:14.931325,100,0,3.165117857,0,26.03496145,0,0.299702722,0.538032894,0.162264383,0,Neutral
2025-05-16T16:00:14.993817,100,0,3.206328821,0,26.06005577,0,0.295892517,0.53914121,0.164966273,0,Neutral
2025-05-16T16:00:15.051490,100,0,3.275659843,0,26.10227306,0,0.287849864,0.541462161,0.170687975,0,Neutral
2025-05-16T16:00:15.054253,100,0,3.302650816,0,26.1187085,0,0.283599149,0.542706246,0.173694606,0,Neutral
2025-05-16T16:00:15.111239,100,0,3.323968883,0,26.13168958,0,0.279217359,0.543999764,0.176782877,0,Neutral
2025-05-16T16:00:15.114073,100,0,3.339241464,0,26.14098941,0,0.274683865,0.545375571,0.179940564,0,Neutral
2025-05-16T16:00:15.227310,100,0,3.34814312,0,26.14640984,0,0.270038757,0.546812394,0.183148849,0,Neutral
2025-05-16T16:00:15.233978,100,0,3.350518577,0,26.14785631,0,0.26531366,0.548277377,0.186408963,0,Neutral
2025-05-16T16:00:15.290908,100,0,3.34649463,0,26.14540603,0,0.260505554,0.549777068,0.189717378,0,Neutral
2025-05-16T16:00:15.293786,100,0,3.336281128,0,26.13918679,0,0.255600881,0.551326564,0.193072556,0,Neutral
2025-05-16T16:00:15.423073,100,0,3.320109739,0,26.12933965,0,0.250588588,0.552950526,0.196460886,0,Neutral
2025-05-16T16:00:15.537718,100,0,3.29826371,0,26.11603709,0,0.245505221,0.55464705,0.19984773,0,Neutral
2025-05-16T16:00:15.545408,100,0,3.271205485,0,26.0995607,0,0.24037062,0.556371572,0.203257808,0,Neutral
2025-05-16T16:00:15.589524,100,0,3.203273074,0,26.05819506,0,0.229926212,0.560008708,0.210065081,0,Neutral
2025-05-16T16:00:15.651797,100,0,3.163562849,0,26.03401457,0,0.224652691,0.561892667,0.213454642,0,Neutral
2025-05-16T16:00:15.781133,100,0,3.12096334,0,26.00807472,0,0.219358379,0.563812563,0.216829058,0,Neutral
2025-05-16T16:00:15.849284,100,0,3.076306755,0,25.98088228,0,0.214071042,0.565768586,0.220160372,0,Neutral
2025-05-16T16:00:15.890922,100,0,3.030513217,0,25.95299751,0,0.208770482,0.567774373,0.223455146,0,Neutral
